Salary
131319
120000
114325
147117
132921
134825
106874
105560
177223
146967
89903
96363
108349
108072
144920
70313
126353
72308
125458
79683
131173
115525
98977
135144
121495
124816
73161
95318
103621
137040
118401
113642
120765
122284
71917
91161
72174
44
8253
85312
100000
93494
123381
107804
81254
83561
136764
101380
102413
109770
147555
106979
98751
91945
178261
111629
95318
74758
76673
125761
76977
95180
130864
79283
123524
120177
76181
70497
116674
79724
106992
7295
121135
105587
106950
75392
77397
73989
8000
84933
121389
73147
79865
134094
78058
78281
136873
82092
173236
114018
127379
79746
96122
82428
95735
79115
74000
90784
77661
104375
81523
132479
144791
72340
71870
102917
121344
92554
91820
7515
93770
93160
30
74355
88625
105782
95950
137477
123749
101903
76560
81193
75940
80076
103621
86618
87783
74301
96226
90694
99011
90334
87637
121495
87637
91713
119532
26
97760
44
125674
140435
121336
82738
81134
93533
32
78397
121859
91182
140366
131137
74708
60110
105141
72642
46
76115
91646
81706
115724
78700
91204
139871
108442
123639
116737
115185
94566
130172
77507
85894
73797
91203
44
80405
46
76980
77123
62414
73815
81859
98536
97540
88248
80767
90932
69297
70442
84417
86618
88112
76475
95955
39
87637
82542
83622
70217
68697
84026
92162
42
77507
120049
72705
75503
76345
112094
117880
79189
78658
107418
98200
91713
50471
80069
85128
87052
147988
83916
35
102811
84885
130074
24
79485
98812
77349
74989
70170
97016
56
96941
127318
156071
112094
95606
83626
103775
67167
71833
101114
26
74857
82261
83411
23
92373
110507
67256
61142
76607
106850
84758
119175
93732
81188
95856
79389
87455
71167
109144
78972
76895
70601
89675
71374
81181
150142
86618
97032
73403
105358
94332
77333
76739
90121
74159
73742
130331
30
88800
47
116890
38
89675
100608
98200
84335
35
114883
94501
43
92558
82542
105553
45
97593
72766
83785
77605
124322
79183
94238
77805
92647
95473
76975
77790
123381
88820
77851
112187
106998
92010
76910
37
78577
90358
111629
87320
95721
105671
47
92150
120622
78429
83643
116507
118207
81930
81662
80339
101320
75597
100015
75394
129465
22
154879
95726
151836
106411
56838
81523
85843
87637
84580
87129
112094
80135
98886
92798
22
44
105451
82623
93417
93751
88656
139607
98738
86618
58038
102955
107913
99948
84883
87787
78780
88384
89142
109356
79905
89062
103941
48
73836
111790
105725
75627
93824
96357
86108
102861
152855
95789
76387
88276
67547
83651
69362
28
98461
39
122430
97411
106066
71540
93564
104094
81523
47
100770
153412
79718
133640
75648
83051
98200
80983
101651
95789
112181
114829
91214
26
95789
116940
82553
135087
86189
79513
85106
77646
97976
98341
75807
69316
91368
83998
89013
84649
100353
64275
66349
105508
75702
100845
62384
76685
83535
47
82976
91713
80963
82672
73723
89613
97556
78838
92901
88281
72641
74746
61894
86231
87637
81490
78312
71714
87941
98724
162933
94667
142318
68697
74355
74680
115170
88593
70998
90358
88445
88491
65465
97554
78774
84625
106901
119033
79994
79005
91713
78934
109489
103438
36
82951
141054
113899
77008
91178
79159
96189
83947
113391
89675
83368
105843
117000
72949
91119
77632
87990
39
93699
105901
109998
110850
100694
55762
100636
92614
88465
71416
82552
85249
74942
130436
106376
87637
94386
100873
80452
109959
95543
145115
41
74712
121438
80509
69066
107892
82240
86618
98420
93529
105947
90184
98846
36
77381
73276
87982
86618
109146
103326
35
79612
79950
86957
86473
138945
94267
52817
114202
87661
95530
80743
44
68373
83358
116793
80714
85525
98217
86198
81260
82542
27
136225
98846
91713
112480
95318
90932
83056
72718
44
83051
95878
88309
41
97827
109343
46
111443
73024
31
78122
78059
91171
94498
90062
67547
107133
105811
79226
127739
52
32
73308
90913
121103
89165
111046
90000
93833
111063
83643
90149
90651
85752
81079
73530
110067
21
95789
81689
94520
77542
92679
27
94669
52
101733
158038
37
43
85373
7233
80548
81035
72574
96427
141287
76346
89023
82957
88401
75050
76523
111108
96808
155402
90118
73762
87622
96797
42
127279
81056
90358
83203
93241
86721
89362
87637
75755
92761
110730
76447
24
77420
81092
78569
86166
89255
95207
111321
83891
72649
89675
86618
79421
59954
107162
92647
28
112094
132410
103598
95585
65465
99865
92426
93529
98317
92296
91820
79421
101210
90735
82638
96458
93610
28
69592
62085
101905
118045
77311
98846
119599
91970
73645
67633
75627
130719
81523
87127
143643
87599
95318
79045
135858
92642
85886
87380
99344
89362
70845
42
83561
116674
74942
103343
72929
93251
82217
78658
112250
74451
95553
80270
87490
81087
80167
90736
72277
94851
88231
89362
70012
92732
97016
71178
40
89009
98200
97077
23
91225
121985
86259
72113
72155
88146
110853
97742
85904
86618
76427
98988
23
92732
68697
129828
85843
38
77322
110056
88575
93610
79933
111442
91713
68697
61142
75000
66196
106813
91959
109817
92314
72000
34
86522
85843
57635
92564
105256
75716
111321
86330
92842
63
127379
80922
82452
34
87136
142333
92666
101821
98846
96494
89380
101903
76580
92744
38
79572
97504
65734
101003
145078
87136
120711
106489
36
85139
74942
73471
90358
87637
72343
75620
123787
95318
58080
82338
86162
93372
67845
82537
73176
36
80427
106612
120711
95585
77090
25
80136
78988
95721
126162
39
87567
86710
43
86782
88656
94795
50952
101903
88206
118231
27
91418
92642
89327
110184
91713
105507
103657
134566
92087
95286
93499
135652
119725
91911
8087
65417
79269
96783
115457
88525
72444
80671
42
77693
54881
133134
87280
61
95323
82966
107036
93264
101256
80866
95789
28
123787
42
81056
84784
93751
61169
74350
114767
35
126254
41
84770
88837
79880
44
71416
95558
80319
40
107706
102999
63015
104071
90874
87696
54337
107241
157183
109077
72129
111780
67286
103961
82346
33
75991
80342
122154
108834
86618
94219
121528
83054
90358
85082
95932
90184
112578
67547
78208
140413
136944
96682
69946
125994
70196
69322
116727
70229
98955
103297
80504
69355
99727
47
70068
15
95320
65465
88334
109350
71318
52802
79500
96808
84102
78658
86533
22
74331
111750
85599
84563
90027
93783
75793
111321
95721
131967
93664
77813
140047
103274
86545
62118
76761
73323
74881
99133
79485
110000
53661
92050
72024
63101
119605
98846
64502
90188
78658
27
92114
64288
81523
87974
103621
86108
79485
82452
68020
80076
92189
46
43
88506
92870
95318
64928
92400
91713
95318
118851
69726
87581
55928
106424
92849
98200
87963
101694
98200
90981
100699
105502
132474
69472
33
78735
27
85599
88646
77446
138857
103941
89675
131814
79938
96945
98200
118279
88759
90000
95318
96610
92754
81753
69331
95755
86332
77447
86310
95381
71997
83051
77793
78700
69960
153376
115500
94689
75808
86468
86468
95789
111380
111638
111724
86526
90326
78219
98372
83065
63385
71416
79682
86851
84579
98200
79679
44
86749
80471
75366
110011
74698
87560
89154
71416
92415
66563
85843
39
74977
56
80076
92236
94226
114724
77851
71178
76695
76481
116507
80038
91156
115862
74274
62452
87094
29
84580
77058
99000
80342
91713
85764
71719
72217
83481
91713
76388
93751
87637
103714
81025
71101
79870
81138
89165
84580
71287
79994
76994
143483
116038
107999
56838
110960
92732
112233
91791
78658
90167
107119
95789
95769
68090
96513
41
81279
117612
92109
94676
89650
128145
88967
90167
25
87248
95721
79129
76314
142151
74329
69021
74821
79466
73171
112144
69107
8127
87052
136555
76983
113636
98560
75246
102073
91458
98181
84301
105122
78312
87127
98200
108510
84401
71332
72885
104814
42
87963
104336
79209
79683
74942
6464
73762
123189
113283
95320
87637
87637
85379
137191
91571
107856
44
89675
123539
77070
88237
76639
111380
92838
100318
96808
56087
95017
95380
100026
82240
82542
91316
92004
83412
138000
112094
73094
34
96610
93751
105842
73743
82542
81264
78658
81630
139664
83561
61142
79654
57832
95699
39
99274
94443
92558
93241
110065
95631
27
101903
95318
99625
45
79877
112680
88973
106422
79485
109491
109491
85589
91378
27
121117
103941
106789
81847
127493
82564
93134
103346
75149
90581
91584
75503
27
7599
138177
86618
96223
82884
70895
81954
83561
82542
162510
82879
99727
95721
59669
78659
106998
105784
47082
95789
90184
76560
86526
103343
89680
83639
90685
80637
88401
82879
78658
78219
37
93664
99114
78406
130207
78066
36
109623
89129
80031
77339
101666
94025
111216
80383
85141
93649
69399
102170
89722
95789
91203
92552
74782
78804
201690
120037
95377
86437
90167
81062
86098
75006
31
99781
92497
23
70313
132474
94019
175839
71416
107806
56
50
56838
71416
86749
97017
112885
95269
116777
89908
84329
59514
68500
88370
96474
85940
20
89999
94342
97507
81586
109731
58433
87637
95629
95721
78044
138203
62161
95381
85526
80671
96808
76560
104924
82923
98846
70066
103653
71667
86618
96309
94465
93442
86314
95381
78625
103017
73762
78625
103017
73762
97956
57133
22
95017
103775
100061
97592
84406
46
95789
90327
106998
103694
101180
84012
82384
88832
72172
90181
95585
60768
72641
92953
93751
71416
95789
96808
95546
24
111216
111523
130694
105218
66237
83522
64718
33
111629
7114
98799
97987
67138
122024
87022
82542
95330
58
84758
27
118688
122284
33
8845
72845
81394
78726
80549
68697
128042
79054
72810
113397
92688
69515
79583
67520
46
78208
90471
137275
147760
74094
94671
89860
95204
57629
134089
65465
68653
104353
68173
93000
101903
88146
91713
88875
132938
103906
137250
83319
112847
101828
120695
152855
103687
103855
49
59954
43
66730
92213
98337
68703
85862
73740
111562
101903
29
82542
63476
85038
88951
130706
85936
97760
105126
107669
29
89484
91619
76269
82809
96405
77941
78669
144589
106128
69762
95783
42
115984
92936
103170
77931
61142
94885
65329
91713
95789
103507
46
76427
95381
75721
9075
94535
92838
80758
78159
17
102917
69924
75550
132503
92819
131964
73096
76560
74821
93751
103158
71185
93963
80097
56561
81859
89406
89675
103663
109919
122284
74984
103308
86081
93664
112525
47
101027
104996
139055
119861
95554
79818
107740
111907
